SKU_ID,Product_Name,Brand,Manufacturer,Ownership,Category,Sub_Category,Segment,Attribute_Claim,Pack_Size_ml,Price_Band,Supplier,List_Price_USD,Unit_Cost_USD,Margin_Pct,Case_Pack,Launch_Date,Status,Hair_Type,Gender,Age_Group,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Sulphate_Free_Flag,Paraben_Free_Flag,Organic_Flag,Dandruff_Flag,Hair_Fall_Flag,Color_Protection_Flag
NEW_SKU0001,EarthTress Color Protection Argan Oil Shampoo 300ml,EarthTress,TerraChem,Own,Hair Care,Shampoo,Economy,Color Protection,300,Economy,AuroraMfg,9.23,6.5,29.58,6,1/19/2027,New,Fine,Women,Adult,Argan Oil,Aloe Vera,Biotin,Caffeine,Yes,Yes,No,No,No,Yes
NEW_SKU0002,EarthTress Color Protection Rosemary Shampoo 400ml,EarthTress,VertexFMCG,Own,Hair Care,Shampoo,Economy,Color Protection,400,Economy,TerraChem,7.29,5.04,30.86,6,1/11/2027,New,Thick,Women,Senior,Rosemary,Tea Tree,Biotin,Collagen,Yes,No,No,No,No,Yes
NEW_SKU0003,EarthTress Biotin Rosemary Shampoo 650ml,EarthTress,VertexFMCG,Own,Hair Care,Shampoo,Mainstream,Biotin,650,Mainstream,NimbusLabs,15.05,11.13,26.05,6,10/26/2026,New,Curly,Women,Senior,Rosemary,Argan Oil,Biotin,Caffeine,Yes,Yes,No,No,No,No
NEW_SKU0004,Revynce Color Protection Rosemary Shampoo 500ml,Revynce,TerraChem,Own,Hair Care,Shampoo,Economy,Color Protection,500,Economy,VertexFMCG,11.79,7.62,35.37,6,12/24/2026,New,Curly,Women,Senior,Rosemary,Aloe Vera,Argan Oil,Keratin,Yes,Yes,Yes,No,No,Yes
NEW_SKU0005,EarthTress Sulphate Free Collagen Hair Color 300ml,EarthTress,PinnacleCo,Own,Hair Care,Hair Color,Premium,Sulphate Free,300,Premium,PinnacleCo,34.54,25.57,25.97,12,9/3/2026,New,Coily,Men,Senior,Collagen,Keratin,Biotin,Aloe Vera,Yes,No,Yes,No,No,No
NEW_SKU0006,EarthTress Sulphate Free Caffeine Hair Color 500ml,EarthTress,VertexFMCG,Own,Hair Care,Hair Color,Premium,Sulphate Free,500,Premium,TerraChem,30.68,23.58,23.14,12,5/30/2027,New,Coily,Men,Adult,Caffeine,Rosemary,Tea Tree,Aloe Vera,Yes,No,No,No,No,No
NEW_SKU0007,EarthTress Argan Oil Collagen Hair Color 250ml,EarthTress,TerraChem,Own,Hair Care,Hair Color,Mainstream,Argan Oil,250,Mainstream,NimbusLabs,26.39,19.27,26.98,12,11/11/2026,New,Coily,Men,Senior,Collagen,Rosemary,Biotin,Tea Tree,No,Yes,No,No,No,No
NEW_SKU0008,Lustra Botanix Sulphate Free Collagen Hair Color 400ml,Lustra Botanix,TerraChem,Own,Hair Care,Hair Color,Premium,Sulphate Free,400,Premium,TerraChem,41.59,27.56,33.73,12,1/7/2027,New,Coily,Men,Adult,Collagen,Rosemary,Caffeine,Aloe Vera,Yes,No,No,No,No,No
NEW_SKU0009,VitalStrand Anti Hair Fall Keratin Hair Color 300ml,VitalStrand,TerraChem,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,300,Mainstream,VertexFMCG,20.45,15.21,25.62,12,6/13/2027,New,Coily,Unisex,Adult,Keratin,Argan Oil,Tea Tree,Rosemary,Yes,No,No,No,Yes,No
NEW_SKU0010,VitalStrand Anti Hair Fall Argan Oil Hair Color 150ml,VitalStrand,NimbusLabs,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,150,Mainstream,NimbusLabs,19.42,13.71,29.4,24,2/19/2027,New,Straight,Unisex,Adult,Argan Oil,Biotin,Tea Tree,Aloe Vera,No,Yes,No,No,Yes,No
NEW_SKU0011,VitalStrand Anti Hair Fall Keratin Hair Color 650ml,VitalStrand,VertexFMCG,Competitor,Hair Care,Hair Color,Economy,Anti Hair Fall,650,Economy,VertexFMCG,14.38,9.24,35.74,12,5/22/2027,New,Straight,Unisex,Adult,Keratin,Argan Oil,Rosemary,Aloe Vera,Yes,Yes,No,No,Yes,No
NEW_SKU0012,PureMane Anti Hair Fall Keratin Hair Color 500ml,PureMane,VertexFMCG,Competitor,Hair Care,Hair Color,Mainstream,Anti Hair Fall,500,Mainstream,VertexFMCG,20.18,12.87,36.22,12,5/3/2027,New,Straight,Unisex,Adult,Keratin,Argan Oil,Tea Tree,Rosemary,Yes,Yes,No,No,Yes,No
NEW_SKU0013,PureMane Anti Hair Fall Collagen Treatment 250ml,PureMane,PinnacleCo,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,250,Economy,NimbusLabs,8.47,6.1,27.98,18,3/8/2027,New,Wavy,Men,Teen,Collagen,Aloe Vera,Argan Oil,Tea Tree,Yes,No,No,No,Yes,No
NEW_SKU0014,PureMane Anti Hair Fall Rosemary Treatment 300ml,PureMane,NimbusLabs,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,300,Economy,AuroraMfg,7.16,5.02,29.89,18,11/13/2026,New,Thick,Women,Teen,Rosemary,Aloe Vera,Biotin,Keratin,Yes,Yes,No,No,Yes,No
NEW_SKU0015,PureMane Anti Hair Fall Biotin Treatment 500ml,PureMane,AuroraMfg,Competitor,Hair Care,Treatment,Mainstream,Anti Hair Fall,500,Mainstream,PinnacleCo,25.55,17.36,32.05,18,6/9/2027,New,Wavy,Men,Senior,Biotin,Aloe Vera,Argan Oil,Tea Tree,No,Yes,No,No,Yes,No
NEW_SKU0016,NourishLab Anti Hair Fall Keratin Treatment 100ml,NourishLab,VertexFMCG,Competitor,Hair Care,Treatment,Economy,Anti Hair Fall,100,Economy,VertexFMCG,12.01,8.86,26.23,18,12/5/2026,New,Thick,Men,Senior,Keratin,Aloe Vera,Argan Oil,Tea Tree,Yes,No,No,No,Yes,No
NEW_SKU0017,Lustra Botanix Herbal Caffeine Treatment 100ml,Lustra Botanix,PinnacleCo,Own,Hair Care,Treatment,Economy,Herbal,100,Economy,PinnacleCo,13.59,8.91,34.44,6,3/18/2027,New,Curly,Women,Adult,Caffeine,Aloe Vera,Collagen,Keratin,Yes,No,No,No,No,No
NEW_SKU0018,Lustra Botanix Herbal Tea Tree Treatment 200ml,Lustra Botanix,AuroraMfg,Own,Hair Care,Treatment,Economy,Herbal,200,Economy,TerraChem,9.02,5.73,36.47,6,6/11/2027,New,Curly,Women,Adult,Tea Tree,Caffeine,Collagen,Argan Oil,No,Yes,Yes,No,No,No
NEW_SKU0019,Lustra Botanix Anti Hair Fall Tea Tree Treatment 400ml,Lustra Botanix,VertexFMCG,Own,Hair Care,Treatment,Mainstream,Anti Hair Fall,400,Mainstream,NimbusLabs,19.29,13.04,32.4,6,11/4/2026,New,Curly,Women,Adult,Tea Tree,Aloe Vera,Caffeine,Keratin,Yes,No,No,No,Yes,No
NEW_SKU0020,Velinea Herbal Argan Oil Treatment 500ml,Velinea,VertexFMCG,Own,Hair Care,Treatment,Economy,Herbal,500,Economy,AuroraMfg,14.25,10.11,29.05,6,5/15/2027,New,Curly,Women,Adult,Argan Oil,Aloe Vera,Collagen,Keratin,Yes,No,No,No,No,No
NEW_SKU0021,GlossRoot Color Protection Keratin Hair Color 400ml,GlossRoot,PinnacleCo,Competitor,Hair Care,Hair Color,Premium,Color Protection,400,Premium,VertexFMCG,34.06,24.23,28.86,6,11/24/2026,New,Wavy,Men,Senior,Keratin,Rosemary,Collagen,Argan Oil,Yes,No,Yes,No,No,Yes
NEW_SKU0022,GlossRoot Color Protection Aloe Vera Hair Color 150ml,GlossRoot,AuroraMfg,Competitor,Hair Care,Hair Color,Premium,Color Protection,150,Premium,PinnacleCo,43.45,32.3,25.66,18,12/3/2026,New,Fine,Men,Senior,Aloe Vera,Biotin,Rosemary,Argan Oil,No,No,Yes,No,No,Yes
NEW_SKU0023,GlossRoot Keratin Keratin Hair Color 250ml,GlossRoot,AuroraMfg,Competitor,Hair Care,Hair Color,Mainstream,Keratin,250,Mainstream,NimbusLabs,15.43,11.91,22.81,6,9/7/2026,New,Wavy,Men,Senior,Keratin,Biotin,Collagen,Tea Tree,No,Yes,No,No,No,No
NEW_SKU0024,SilkenAura Color Protection Tea Tree Hair Color 200ml,SilkenAura,VertexFMCG,Competitor,Hair Care,Hair Color,Premium,Color Protection,200,Premium,VertexFMCG,39.19,28.99,26.03,6,3/23/2027,New,Wavy,Men,Senior,Tea Tree,Caffeine,Collagen,Argan Oil,No,Yes,Yes,No,No,Yes
NEW_SKU0025,EarthTress Color Protection Argan Oil Hair Color 150ml,EarthTress,NimbusLabs,Own,Hair Care,Hair Color,Mainstream,Color Protection,150,Mainstream,VertexFMCG,21.15,15.11,28.56,6,4/19/2027,New,Straight,Unisex,Teen,Argan Oil,Biotin,Tea Tree,Collagen,Yes,Yes,No,No,No,Yes
NEW_SKU0026,EarthTress Color Protection Caffeine Hair Color 500ml,EarthTress,NimbusLabs,Own,Hair Care,Hair Color,Mainstream,Color Protection,500,Mainstream,TerraChem,15.43,10.83,29.81,6,11/8/2026,New,Wavy,Women,Adult,Caffeine,Rosemary,Tea Tree,Aloe Vera,Yes,Yes,No,No,No,Yes
NEW_SKU0027,EarthTress Biotin Keratin Hair Color 100ml,EarthTress,VertexFMCG,Own,Hair Care,Hair Color,Premium,Biotin,100,Premium,PinnacleCo,36.54,25.44,30.38,6,11/15/2026,New,Straight,Unisex,Adult,Keratin,Biotin,Tea Tree,Aloe Vera,No,No,Yes,No,No,No
NEW_SKU0028,Lustra Botanix Color Protection Keratin Hair Color 250ml,Lustra Botanix,NimbusLabs,Own,Hair Care,Hair Color,Mainstream,Color Protection,250,Mainstream,TerraChem,26.89,18.0,33.06,6,1/30/2027,New,Wavy,Unisex,Teen,Keratin,Biotin,Tea Tree,Aloe Vera,Yes,No,Yes,No,No,Yes
NEW_SKU0029,Lustra Botanix Color Protection Tea Tree Treatment 200ml,Lustra Botanix,TerraChem,Own,Hair Care,Treatment,Economy,Color Protection,200,Economy,TerraChem,8.34,5.79,30.58,12,11/30/2026,New,Straight,Unisex,Teen,Tea Tree,Keratin,Collagen,Rosemary,Yes,No,No,No,No,Yes
NEW_SKU0030,Lustra Botanix Color Protection Tea Tree Treatment 250ml,Lustra Botanix,NimbusLabs,Own,Hair Care,Treatment,Economy,Color Protection,250,Economy,PinnacleCo,13.41,10.01,25.35,6,11/24/2026,New,Straight,Unisex,Adult,Tea Tree,Biotin,Rosemary,Caffeine,No,No,Yes,No,No,Yes
NEW_SKU0031,Lustra Botanix Anti Dandruff Tea Tree Treatment 500ml,Lustra Botanix,VertexFMCG,Own,Hair Care,Treatment,Mainstream,Anti Dandruff,500,Mainstream,AuroraMfg,15.85,12.9,18.61,18,1/21/2027,New,Straight,Unisex,Senior,Tea Tree,Keratin,Aloe Vera,Caffeine,Yes,No,Yes,Yes,No,No
NEW_SKU0032,Revynce Color Protection Tea Tree Treatment 300ml,Revynce,PinnacleCo,Own,Hair Care,Treatment,Economy,Color Protection,300,Economy,PinnacleCo,7.32,4.97,32.1,18,4/26/2027,New,Straight,Unisex,Senior,Tea Tree,Keratin,Biotin,Caffeine,No,No,Yes,No,No,Yes
NEW_SKU0033,SilkenAura Herbal Tea Tree Hair Mask 500ml,SilkenAura,AuroraMfg,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,500,Mainstream,PinnacleCo,23.07,15.34,33.51,6,1/18/2027,New,Straight,Men,Senior,Tea Tree,Argan Oil,Biotin,Aloe Vera,No,No,Yes,No,No,No
NEW_SKU0034,SilkenAura Herbal Biotin Hair Mask 150ml,SilkenAura,TerraChem,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,150,Mainstream,VertexFMCG,25.75,17.98,30.17,12,1/30/2027,New,Straight,Men,Senior,Biotin,Argan Oil,Collagen,Aloe Vera,No,No,Yes,No,No,No
NEW_SKU0035,SilkenAura Sulphate Free Tea Tree Hair Mask 100ml,SilkenAura,PinnacleCo,Competitor,Hair Care,Hair Mask,Premium,Sulphate Free,100,Premium,TerraChem,34.81,23.24,33.24,12,3/23/2027,New,Curly,Men,Senior,Tea Tree,Argan Oil,Collagen,Aloe Vera,Yes,Yes,Yes,No,No,No
NEW_SKU0036,GlossRoot Herbal Tea Tree Hair Mask 250ml,GlossRoot,NimbusLabs,Competitor,Hair Care,Hair Mask,Mainstream,Herbal,250,Mainstream,PinnacleCo,19.9,14.07,29.3,12,5/25/2027,New,Straight,Men,Senior,Tea Tree,Argan Oil,Rosemary,Aloe Vera,No,Yes,No,No,No,No
NEW_SKU0037,EarthTress Argan Oil Argan Oil Hair Color 150ml,EarthTress,PinnacleCo,Own,Hair Care,Hair Color,Premium,Argan Oil,150,Premium,VertexFMCG,34.1,24.68,27.62,12,4/19/2027,New,Straight,Men,Adult,Argan Oil,Caffeine,Aloe Vera,Rosemary,Yes,Yes,No,No,No,No
NEW_SKU0038,EarthTress Argan Oil Argan Oil Hair Color 400ml,EarthTress,AuroraMfg,Own,Hair Care,Hair Color,Premium,Argan Oil,400,Premium,TerraChem,38.15,26.65,30.14,12,10/28/2026,New,Thick,Unisex,Senior,Argan Oil,Biotin,Caffeine,Aloe Vera,No,Yes,Yes,No,No,No
NEW_SKU0039,EarthTress Argan Oil Argan Oil Hair Color 650ml,EarthTress,NimbusLabs,Own,Hair Care,Hair Color,Mainstream,Argan Oil,650,Mainstream,NimbusLabs,20.5,14.3,30.24,12,9/14/2026,New,Curly,Unisex,Senior,Argan Oil,Biotin,Caffeine,Rosemary,No,Yes,Yes,No,No,No
NEW_SKU0040,Lustra Botanix Argan Oil Argan Oil Hair Color 100ml,Lustra Botanix,NimbusLabs,Own,Hair Care,Hair Color,Premium,Argan Oil,100,Premium,TerraChem,32.36,20.7,36.03,12,11/9/2026,New,Straight,Unisex,Senior,Argan Oil,Tea Tree,Keratin,Rosemary,Yes,Yes,Yes,No,No,No
NEW_SKU0041,NourishLab Argan Oil Tea Tree Hair Oil 100ml,NourishLab,AuroraMfg,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,100,Mainstream,VertexFMCG,20.96,15.07,28.1,12,1/21/2027,New,Curly,Unisex,Adult,Tea Tree,Biotin,Caffeine,Argan Oil,Yes,No,Yes,No,No,No
NEW_SKU0042,NourishLab Argan Oil Tea Tree Hair Oil 500ml,NourishLab,VertexFMCG,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,500,Mainstream,PinnacleCo,23.62,14.92,36.83,12,3/20/2027,New,Straight,Unisex,Senior,Tea Tree,Rosemary,Argan Oil,Keratin,No,Yes,No,No,No,No
NEW_SKU0043,NourishLab Smoothening Tea Tree Hair Oil 400ml,NourishLab,NimbusLabs,Competitor,Hair Care,Hair Oil,Economy,Smoothening,400,Economy,TerraChem,12.43,8.49,31.7,12,12/24/2026,New,Fine,Women,Teen,Tea Tree,Argan Oil,Caffeine,Keratin,No,No,Yes,No,No,No
NEW_SKU0044,SilkenAura Argan Oil Argan Oil Hair Oil 200ml,SilkenAura,VertexFMCG,Competitor,Hair Care,Hair Oil,Mainstream,Argan Oil,200,Mainstream,TerraChem,16.01,11.17,30.23,12,2/14/2027,New,Fine,Unisex,Teen,Argan Oil,Biotin,Caffeine,Keratin,Yes,Yes,Yes,No,No,No
NEW_SKU0045,GlossRoot Color Protection Argan Oil Hair Serum 300ml,GlossRoot,VertexFMCG,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,300,Mainstream,NimbusLabs,25.39,16.79,33.87,18,4/15/2027,New,Thick,Unisex,Senior,Argan Oil,Tea Tree,Caffeine,Collagen,Yes,Yes,No,No,No,Yes
NEW_SKU0046,GlossRoot Color Protection Keratin Hair Serum 100ml,GlossRoot,AuroraMfg,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,100,Mainstream,PinnacleCo,16.1,11.5,28.57,18,2/22/2027,New,Fine,Unisex,Senior,Keratin,Aloe Vera,Argan Oil,Collagen,No,No,Yes,No,No,Yes
NEW_SKU0047,GlossRoot Smoothening Argan Oil Hair Serum 200ml,GlossRoot,NimbusLabs,Competitor,Hair Care,Hair Serum,Premium,Smoothening,200,Premium,AuroraMfg,38.98,26.96,30.84,12,11/8/2026,New,Thick,Unisex,Senior,Argan Oil,Aloe Vera,Caffeine,Tea Tree,Yes,No,No,No,No,No
NEW_SKU0048,NourishLab Color Protection Argan Oil Hair Serum 250ml,NourishLab,PinnacleCo,Competitor,Hair Care,Hair Serum,Mainstream,Color Protection,250,Mainstream,PinnacleCo,18.52,13.88,25.05,18,9/24/2026,New,Fine,Unisex,Senior,Argan Oil,Tea Tree,Biotin,Collagen,Yes,Yes,Yes,No,No,Yes
NEW_SKU0049,SilkenAura Argan Oil Argan Oil Hair Serum 250ml,SilkenAura,VertexFMCG,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,250,Mainstream,PinnacleCo,22.73,18.2,19.93,12,9/20/2026,New,Fine,Unisex,Senior,Argan Oil,Caffeine,Keratin,Rosemary,No,Yes,No,No,No,No
NEW_SKU0050,SilkenAura Argan Oil Tea Tree Hair Serum 500ml,SilkenAura,VertexFMCG,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,500,Mainstream,PinnacleCo,15.54,10.78,30.63,24,12/5/2026,New,Fine,Men,Teen,Tea Tree,Keratin,Collagen,Rosemary,Yes,Yes,No,No,No,No
NEW_SKU0051,SilkenAura Argan Oil Argan Oil Hair Serum 150ml,SilkenAura,TerraChem,Competitor,Hair Care,Hair Serum,Economy,Argan Oil,150,Economy,TerraChem,11.4,8.34,26.84,18,2/8/2027,New,Fine,Unisex,Teen,Argan Oil,Caffeine,Collagen,Keratin,No,Yes,Yes,No,No,No
NEW_SKU0052,PureMane Argan Oil Argan Oil Hair Serum 400ml,PureMane,TerraChem,Competitor,Hair Care,Hair Serum,Mainstream,Argan Oil,400,Mainstream,NimbusLabs,23.93,16.2,32.3,12,3/1/2027,New,Fine,Unisex,Teen,Argan Oil,Caffeine,Keratin,Tea Tree,Yes,No,No,No,No,No
NEW_SKU0053,VitalStrand Color Protection Rosemary Hair Color 650ml,VitalStrand,PinnacleCo,Competitor,Hair Care,Hair Color,Mainstream,Color Protection,650,Mainstream,PinnacleCo,17.23,11.59,32.73,24,9/22/2026,New,Straight,Men,Senior,Rosemary,Aloe Vera,Biotin,Tea Tree,No,No,Yes,No,No,Yes
NEW_SKU0054,VitalStrand Color Protection Collagen Hair Color 400ml,VitalStrand,NimbusLabs,Competitor,Hair Care,Hair Color,Mainstream,Color Protection,400,Mainstream,NimbusLabs,26.33,18.84,28.45,12,9/4/2026,New,Straight,Men,Teen,Collagen,Aloe Vera,Caffeine,Tea Tree,Yes,No,No,No,No,Yes
NEW_SKU0055,VitalStrand Anti Hair Fall Caffeine Hair Color 150ml,VitalStrand,TerraChem,Competitor,Hair Care,Hair Color,Economy,Anti Hair Fall,150,Economy,PinnacleCo,11.69,8.55,26.86,18,4/20/2027,New,Straight,Men,Senior,Caffeine,Aloe Vera,Biotin,Tea Tree,Yes,Yes,No,No,Yes,No
NEW_SKU0056,NourishLab Color Protection Keratin Hair Color 100ml,NourishLab,NimbusLabs,Competitor,Hair Care,Hair Color,Mainstream,Color Protection,100,Mainstream,AuroraMfg,16.81,12.17,27.6,18,4/9/2027,New,Straight,Women,Adult,Keratin,Caffeine,Biotin,Tea Tree,No,No,Yes,No,No,Yes
NEW_SKU0057,Velinea Keratin Biotin Hair Color 300ml,Velinea,TerraChem,Own,Hair Care,Hair Color,Premium,Keratin,300,Premium,AuroraMfg,42.57,31.07,27.01,12,1/26/2027,New,Straight,Unisex,Senior,Biotin,Caffeine,Rosemary,Aloe Vera,No,No,Yes,No,No,No
NEW_SKU0058,Velinea Keratin Biotin Hair Color 400ml,Velinea,AuroraMfg,Own,Hair Care,Hair Color,Premium,Keratin,400,Premium,VertexFMCG,40.25,28.74,28.6,12,5/2/2027,New,Straight,Women,Teen,Biotin,Collagen,Rosemary,Keratin,No,Yes,Yes,No,No,No
